,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
89,S16524500005,12/27/2013,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,POINT (-91.387797 40.400038),56.0,Lee,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19477,Maker's Mark,12,1000,22.04,33.06,12,396.72,12.0,3.17
90,S20522900032,08/06/2014,3943,Good and Quick Co,519 LINCOLNWAY,NEVADA,50201,POINT (-93.464816 42.022781),85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19032,Jim Beam Jacob's Ghost,12,750,13.65,20.48,2,40.96,1.5,0.4
91,S16946600067,01/21/2014,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,POINT (-93.697647 41.63740800000001),77.0,Polk,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,3.38,5.07,2,10.14,1.5,0.4
92,S09267300027,12/03/2012,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,,85.0,Story,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,7.5,11.24,12,134.88,12.0,3.17
93,S08940200021,11/15/2012,4478,U S Gas,"3000, SW 9th ST",DES MOINES,50315,POINT (-93.625682 41.557862),77.0,Polk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,6.5,9.74,5,48.7,3.75,0.99
94,S10623200048,02/14/2013,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,POINT (-91.530225 41.656031),52.0,Johnson,1062310.0,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,5.5,8.25,1,8.25,0.5,0.13
95,S11898400007,04/29/2013,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,POINT (-92.67556000000002 43.066993),34.0,Floyd,1041100.0,AMERICAN DRY GINS,306,Mississippi River Distilling Co.,31990,River Rose Gin,6,750,16.17,24.25,6,145.5,4.5,1.19
96,S16457900019,12/23/2013,4112,Corridor Ventures,618 MEADE DR,NORTH LIBERTY,52317,POINT (-91.608725 41.752451),52.0,Johnson,1062310.0,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45888,Sailor Jerry Spiced Navy Rum,6,1750,18.67,28.01,12,336.12,21.0,5.55
97,S12327000037,05/21/2013,3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,POINT (-90.671531 42.51384),31.0,Dubuque,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.5,18.75,1,18.75,0.75,0.2
98,S06512600152,07/10/2012,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70.0,Muscatine,1062310.0,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45886,Sailor Jerry Spiced Navy Rum,12,750,8.41,12.62,4,50.48,3.0,0.79
99,S26447200066,06/26/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77.0,Polk,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,64716,Ciroc Peach,12,750,19.0,28.5,36,1026.0,27.0,7.13
100,S17153700005,02/03/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77.0,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64,24.0,6.34
101,S27546800019,08/26/2015,5172,Uptown Liquor & Tobacco,2000 WILLEY BLVD SW,CEDAR RAPIDS,52404,POINT (-91.725777 41.959614),57.0,Linn,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,64571,Ciroc Pineapple,24,200,5.0,7.5,10,75.0,2.0,0.53
102,S21719700003,10/13/2014,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29.0,Des Moines,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,17.49,26.74,24,641.76,18.0,4.76
103,S29035100016,11/12/2015,4506,Casey's General Store #2667 / Tiffin,403 STEPHENS ST,TIFFIN,52340,POINT (-91.660199 41.707316),52.0,Johnson,1062310.0,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.0,7.5,12,90.0,4.5,1.19
104,S07852300042,09/20/2012,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85.0,Story,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15627,Jameson,12,1000,17.4,26.1,2,52.2,2.0,0.53
105,S15614500013,11/07/2013,4320,Fareway Stores #470 / Perry,1315 WILLIS AVE,PERRY,50220,POINT (-94.103123 41.838522),8.0,Boone,1012200.0,SCOTCH WHISKIES,260,Diageo Americas,5290,J & B Rare Scotch,12,750,12.25,18.38,1,18.38,0.75,0.2
106,S25603100081,05/12/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,POINT (-93.621824 41.705188),77.0,Polk,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.8,2.7,48,129.6,18.0,4.76
107,S26986100051,07/27/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77.0,Polk,1011100.0,BLENDED WHISKIES,125,"Cedar Ridge Vineyards,LLC",27464,Cedar Ridge Wheat Whiskey,6,750,17.77,26.66,2,53.32,1.5,0.4
108,S22169400018,11/05/2014,3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT (-91.60759 41.739524),52.0,Johnson,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,4.08,6.12,7,42.84,1.4,0.37
109,S23938300017,02/10/2015,4203,Liquor and Tobacco Outlet /,620 W BREMER AVE,WAVERLY,50677,POINT (-92.47898 42.725694),9.0,Bremer,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11294,Crown Royal Canadian Whisky,24,375,7.75,11.63,24,279.12,9.0,2.38
110,S26423000021,06/26/2015,3790,Wal-Mart 0784 / Mt Pleasan,1045 N GRAND AVE,MT PLEASANT,52641,POINT (-91.539034 40.978416),44.0,Henry,1022100.0,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,10.49,15.74,12,188.88,9.0,2.38
111,S07769400008,09/17/2012,4172,Shamrock Spirits,1204 WATER ST PO BOX 177,ALDEN,50006,POINT (-93.376271 42.520423),42.0,Hardin,1062310.0,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.5,26.24,6,157.44,10.5,2.77
112,S08329100083,10/15/2012,2285,John's Grocery,401 EAST MARKET ST,IOWA CITY,52240,POINT (-91.529854 41.663541),52.0,Johnson,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69666,Dr. Mcgillicuddy's Vanilla,12,750,8.66,12.99,3,38.97,2.25,0.59
113,S19909200003,07/02/2014,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,POINT (-95.348601 42.012395),24.0,Crawford,1081390.0,IMPORTED SCHNAPPS,260,Diageo Americas,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,15.5,23.25,12,279.0,12.0,3.17
114,S28427700021,10/13/2015,2445,Ruback's Food Center,504 SOUTH HIGHWAY,OAKLAND,51560,,78.0,Pottawattamie,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,19.99,30.49,1,30.49,1.75,0.46
115,S21168000063,09/11/2014,4170,Dewey's Jack and Jill,115 E MAIN ST  PO BOX 359,WEST BRANCH,52358,POINT (-91.343394 41.671391),16.0,Cedar,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86506,Paramount Triple Sec,12,750,3.33,5.0,1,5.0,0.75,0.2
116,S19467600021,06/10/2014,2562,Hy-Vee Food Store / Fort Dodge,115 SOUTH 29TH ST,FORT DODGE,50501,POINT (-94.15824700000002 42.504742),94.0,Webster,1031080.0,VODKA 80 PROOF,260,Diageo Americas,38006,Smirnoff Vodka Traveller,12,750,8.25,12.37,12,148.44,9.0,2.38
117,S16254000031,12/12/2013,3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,POINT (-93.624729 41.56373),77.0,Polk,1031200.0,VODKA FLAVORED,260,Diageo Americas,41077,Jeremiah Weed Sweet Tea,12,1000,10.5,15.75,2,31.5,2.0,0.53
118,S22883000066,12/10/2014,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82.0,Scott,1031200.0,VODKA FLAVORED,260,Diageo Americas,41077,Jeremiah Weed Sweet Tea,12,1000,10.5,15.75,12,189.0,12.0,3.17
119,S05499700008,05/14/2012,3766,Kolby's Liquor Store,419 W MILWAUKEE,NEW HAMPTON,50659,POINT (-92.32302900000002 43.066752),19.0,Chickasaw,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
120,S10222100041,01/24/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85.0,Story,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5014,Glenfiddich 15 Yr Solera Reserva,12,750,30.29,45.44,3,136.32,2.25,0.59
121,S15370000043,10/28/2013,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT (-91.04437 41.426615),70.0,Muscatine,1031080.0,VODKA 80 PROOF,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72,9.0,2.38
122,S08928600003,11/13/2012,3957,Karl's Grocery Store,101 WEST MADISON,EDGEWOOD,52042,POINT (-91.401487 42.645390000000006),22.0,Clayton,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,16.92,25.37,2,50.74,2.0,0.53
123,S21489100005,09/30/2014,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,POINT (-92.811539 43.285134),66.0,Mitchell,1031080.0,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36976,Nikolai Vodka,12,750,3.27,4.91,12,58.92,9.0,2.38
124,S17066000009,01/28/2014,4249,Fareway Stores #048 / Clarinda,115 ESSIE DAVISON DR,CLARINDA,51632,POINT (-95.040293 40.724008),73.0,Page,1032080.0,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,8.25,12.38,6,74.28,4.5,1.19
125,S21485300002,09/29/2014,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57.0,Linn,1042100.0,IMPORTED DRY GINS,395,Proximo,28246,Boodles British Gin London Dry,12,750,11.2,16.8,12,201.6,9.0,2.38
126,S26034600015,06/04/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,48,906.72,48.0,12.68
127,S09600500234,12/19/2012,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21.0,Clay,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,3.93,5.9,8,47.2,1.6,0.42
128,S07391200010,08/29/2012,4187,Jensen Liquor North,109  5TH ST,SIBLEY,51249,POINT (-95.759943 43.403935),72.0,Osceola,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81196,Paramount Peppermint Schnapps Traveler,12,750,3.7,5.55,12,66.6,9.0,2.38
129,S21661400014,10/08/2014,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,BOONE,50036,POINT (-93.876107 42.063831),8.0,Boone,1032080.0,IMPORTED VODKA,65,Jim Beam Brands,34578,Pinnacle Vodka,6,1750,12.08,18.12,6,108.72,10.5,2.77
130,S15848000009,11/20/2013,4520,Casey's General Store #2842 / Huxley,902 N HWY 69,HUXLEY,50124,POINT (-93.607648 41.901604),85.0,Story,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,4.83,7.44,12,89.28,9.0,2.38
131,S24878200001,04/02/2015,4165,I-35 Spirits / Ankeny,113 SE DELAWARE AVE STE 101,ANKENY,50023,POINT (-93.581093 41.731416),77.0,Polk,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11297,Crown Royal Canadian Whisky,12,1000,18.5,27.75,1,27.75,1.0,0.26
132,S14041600042,08/21/2013,4251,Aj's Liquor / Ames,4518 MORTENSON RD STE 109,AMES,50014,,85.0,Story,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73051,Rumchata Mini,12,500,8.87,13.31,3,39.93,1.5,0.4
133,S04280700021,02/28/2012,4567,Shop N Save / NW 2nd Ave / DSM,4685 NW 2nd AVE,DES MOINES,50313,,77.0,Polk,1062310.0,SPICED RUM,259,Heaven Hill Brands,43024,Admiral Nelson Spiced Rum,24,375,2.74,4.11,3,12.33,1.12,0.3
134,S19056100008,05/20/2014,4557,Hometown Foods / Traer,420 SECOND ST,TRAER,50675,POINT (-92.468086 42.193386),86.0,Tama,1012100.0,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,9.14,13.71,6,82.26,10.5,2.77
135,S10542000006,02/12/2013,4743,No Frills Supermarkets #791 / Counci,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503,POINT (-95.81877500000002 41.24394),78.0,Pottawattamie,1062310.0,SPICED RUM,260,Diageo Americas,43316,Captain Morgan Private Stock Rum,12,750,11.45,17.18,12,206.16,9.0,2.38
136,S15122300021,10/14/2013,4886,Yr Dollar Stop,1500 1st AVE NE,CEDAR RAPIDS,52402,POINT (-91.652082 41.988229),57.0,Linn,1041100.0,AMERICAN DRY GINS,205,E AND J GALLO WINERY,31472,New Amsterdam Gin,24,200,2.04,3.06,24,73.44,4.8,1.27
137,S23417600078,01/12/2015,3612,B and C Liquor / Maquoketa,509 E PLATT,MAQUOKETA,52060,POINT (-90.659692 42.06922000000001),49.0,Jackson,1081200.0,CREAM LIQUEURS,300,Mccormick Distilling Company,65204,Tequila Rose Liqueur Mini,6,500,6.63,9.95,1,9.95,0.5,0.13
138,S28173000043,09/29/2015,3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,,60.0,Lyon,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,85,Brown-Forman Corporation,77786,Tuaca Perfect Chill,12,750,11.44,17.16,1,17.16,0.75,0.2
139,S05149100021,04/19/2012,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50.0,Jasper,1071100.0,AMERICAN COCKTAILS,395,Proximo,59160,1800 Ultimate Blueberry RTD,6,1750,9.5,14.24,1,14.24,1.75,0.46
140,S07616400034,09/11/2012,3934,Wal-Mart 1509 / Maquoketa,103 E CARLISLE,MAQUOKETA,52060,POINT (-90.66292 42.04869),49.0,Jackson,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.25,4.88,12,58.56,9.0,2.38
141,S26882600078,07/21/2015,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6TH ST SW,CEDAR RAPIDS,52404,POINT (-91.67706 41.962419),57.0,Linn,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86692,Jack Daniel's Tennessee Fire,12,750,15.07,22.61,12,271.32,9.0,2.38
142,S28557200014,10/20/2015,4336,Last Call 2,120 N MAIN ST,GEORGE,51237,POINT (-96.002297 43.344294),60.0,Lyon,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
143,S13744500037,08/06/2013,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,POINT (-94.72557800000001 40.676171),87.0,Taylor,1081015.0,IMPORTED AMARETTO,130,Disaronno International LLC,64136,Disaronno Amaretto,12,750,13.86,20.79,2,41.58,1.5,0.4
144,S25484900018,05/06/2015,4156,Fareway Stores #412 / Oelwein,102  2ND AVE SE,OELWEIN,50662,POINT (-91.910502 42.677024),33.0,Fayette,1012100.0,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,9.14,13.71,6,82.26,10.5,2.77
145,S06372900021,07/03/2012,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82.0,Scott,1032200.0,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34036,Absolut Pears,12,750,10.14,15.58,12,186.96,9.0,2.38
146,S13844000033,08/12/2013,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,POINT (-91.390767 43.055133),22.0,Clayton,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,15.75,23.62,1,23.62,1.75,0.46
147,S13708900020,08/05/2013,3461,Hometown Foods / Stuart,611 S DIVISION ST,STUART,50250,POINT (-94.318443 41.49759900000001),1.0,Adair,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
148,S19519600018,06/12/2014,3437,Scott's Foods,1120 SUNSET DRIVE,NORWALK,50211,POINT (-93.67803700000002 41.479944),91.0,Warren,1041100.0,AMERICAN DRY GINS,297,Laird And Company,29996,Five O'clock Gin,12,750,3.46,5.19,12,62.28,9.0,2.38
149,S23264400061,12/30/2014,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,451,Serralles USA,43426,Don Q Cristal Rum,12,750,6.5,9.75,1,9.75,0.75,0.2
150,S14709800011,09/24/2013,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45.0,Howard,1062310.0,SPICED RUM,434,Luxco-St Louis,44657,Lady Bligh Spiced Rum,12,1000,7.0,10.5,12,126.0,12.0,3.17
151,S22133400028,11/03/2014,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52.0,Johnson,1062310.0,SPICED RUM,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum Traveler,12,750,5.78,8.67,12,104.04,9.0,2.38
152,S05871900038,06/04/2012,4222,Station Mart Liquor and Tobbacco,3594 LAFAYETTE ST,EVANSDALE,50707,,7.0,Black Hawk,1022100.0,TEQUILA,395,Proximo,89193,Jose Cuervo Especial Reposado Tequila,48,200,3.0,4.49,10,44.9,2.0,0.53
153,S06626800044,07/17/2012,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,POINT (-92.475403 42.712263),9.0,Bremer,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,73574,Crave Chocolate Chili,12,750,11.54,17.31,4,69.24,3.0,0.79
154,S09482500069,12/13/2012,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52.0,Johnson,1062310.0,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,11.3,16.94,36,609.84,36.0,9.51
155,S25553400052,05/11/2015,2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,POINT (-91.281344 42.108275),53.0,Jones,1022100.0,TEQUILA,434,Luxco-St Louis,89387,Juarez Tequila Gold,12,1000,6.92,10.38,2,20.76,2.0,0.53
156,S13309700091,07/11/2013,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23.0,Clinton,1062310.0,SPICED RUM,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,5.77,8.66,1,8.66,0.75,0.2
157,S21660800013,10/08/2014,4907,Prime Mart,2323 MAIN ST,CEDAR FALLS,50613,POINT (-92.44586000000001 42.516198),7.0,Black Hawk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41783,Uv Blue Raspberry Vodka Mini,6,500,4.89,7.34,3,22.02,1.5,0.4
158,S18473000007,04/17/2014,4642,Liquor and Tobacco Outlet / Univ Ave,2844 UNIVERSITY AVE,WATERLOO,50701,POINT (-92.382928 42.498321),7.0,Black Hawk,1011100.0,BLENDED WHISKIES,297,Laird And Company,23824,Five Star,24,375,2.0,2.99,24,71.76,9.0,2.38
159,S11256200009,03/26/2013,4631,Thunder Ridge Ampride,"2425, WHITETAIL DR",CEDAR FALLS,50613,POINT (-92.475132 42.539967),7.0,Black Hawk,1081200.0,CREAM LIQUEURS,260,Diageo Americas,68043,Bailey's Coffee Irish Cream,12,750,13.0,19.49,2,38.98,1.5,0.4
160,S06137100192,06/19/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23.0,Clinton,1022100.0,TEQUILA,395,Proximo,89212,Jose Cuervo Black Medallion,12,750,12.5,18.74,2,37.48,1.5,0.4
161,S24860600016,04/02/2015,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),7.0,Black Hawk,1051010.0,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53210,Paul Masson Grande Amber Brandy,48,100,1.0,1.5,48,72.0,4.8,1.27
162,S24683600140,03/24/2015,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53.0,Jones,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.81,2,13.62,0.75,0.2
163,S13701200085,08/01/2013,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57.0,Linn,1031080.0,VODKA 80 PROOF,260,Diageo Americas,38006,Smirnoff Vodka Traveller,12,750,8.25,12.37,48,593.76,36.0,9.51
164,S24585400012,03/18/2015,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67.0,Monona,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,22787,Beam's 8 Star Bl Whiskey,12,1000,4.46,6.69,1,6.69,1.0,0.26
165,S18686600019,04/29/2014,3881,7 Rayos Liquor Store,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64.0,Marshall,1051010.0,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,5.42,8.38,12,100.56,9.0,2.38
166,S04220500017,02/22/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41698,Uv Ivory (vanilla) Vodka,12,750,6.5,9.74,12,116.88,9.0,2.38
167,S23589800026,01/20/2015,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,POINT (-93.573845 41.604312),77.0,Polk,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,4.29,6.44,12,77.28,12.0,3.17
168,S25936400056,06/01/2015,5126,Price Chopper  /  Merle Hay,4343 MERLE HAY RD,DES MOINES,50310,POINT (-93.697647 41.63740800000001),77.0,Polk,1031200.0,VODKA FLAVORED,260,Diageo Americas,77842,Smirnoff Strawberry,12,750,8.25,12.38,3,37.14,2.25,0.59
169,S16900300055,01/22/2014,3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,POINT (-91.683669 41.972773),57.0,Linn,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19063,Jim Beam,48,200,3.1,4.65,1,4.65,0.2,0.05
170,S03963700030,02/07/2012,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,POINT (-91.183413 42.24013200000001),53.0,Jones,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,42079,UV Cake Vodka,12,1000,7.5,11.25,3,33.75,3.0,0.79
171,S03887300020,02/02/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57.0,Linn,1031080.0,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,1750,6.45,10.0,12,120.0,21.0,5.55
172,S03389900013,01/03/2012,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77.0,Polk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,7.58,11.37,6,68.22,10.5,2.77
173,S16299300012,12/16/2013,4104,Fareway Stores #491 / Mason City,400 NORTH DELAWARE AVE,MASON CITY,50401,POINT (-93.199494 43.155945),17.0,Cerro Gordo,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,7.6,11.4,12,136.8,21.0,5.55
174,S05322000026,05/01/2012,2655,Hy-Vee Food Store / Clarinda,1200 S 16TH ST,CLARINDA,51632,POINT (-95.037849 40.726808),73.0,Page,1031080.0,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,4.55,6.82,4,27.28,3.0,0.79
175,S15235800004,10/21/2013,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,POINT (-91.704567 41.296576),92.0,Washington,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,6,107.58,10.5,2.77
176,S16548600009,12/27/2013,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22121,Wild Turkey 81,12,750,10.83,16.25,12,195.0,9.0,2.38
177,S18723400063,04/30/2014,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85.0,Story,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,14.99,22.48,1,22.48,1.0,0.26
178,S17383000021,02/13/2014,4001,Wal-Mart 1787 / Carroll,2014 KITTY HAWK AVE,CARROLL,51401,POINT (-94.893501 42.081312),14.0,Carroll,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,64755,Ciroc Red Berry,12,750,18.75,28.12,12,337.44,9.0,2.38
